Hanzi	Definition	Pinyin	Pinyin2	HSK	Formation	Examples
玲	tinkling of gem-pendants	líng			Pictophonetic - Jade 王 suggests the meaning while 令 provides the pronunciation.	玲珑[línglóng]: onomat. clink of jewels, exquisite, detailed and fine, clever, nimble<br>八面玲珑[bāmiànlínglóng]: be smooth and slick (in establishing social relations)<br>小巧玲珑[xiǎoqiǎolínglóng]: dainty and delicate, exquisite
惟	but, however, nevertheless, only	wéi			Pictophonetic - Heart 忄 suggests the meaning while 隹 provides the pronunciation.	惟一[wéiyī]: the only, sole<br>惟妙惟肖[wéimiàowéixiào]: to imitate to perfection, to be remarkably true to life<br>惟恐[wéikǒng]: for fear that, lest
斥	to scold, to upbraid, to accuse, to blame, to reprove	chì		6	Ideograph - Blamed for playing with ax 斤 and getting hurt 丶(bleeding)	排斥[páichì]: to reject, to exclude, to eliminate, to remove, to repel<br>充斥[chōngchì]: to be full of, to flood, to congest<br>斥责[chìzé]: to lash out, to reprimand
宅	residence, dwelling, house	zhái		6	Pictophonetic - House roof 宀 with 乇(phonetic)	住宅[zhùzhái]: residence, tenement<br>住宅区[zhùzháiqū]: residential area, housing development<br>民宅[mínzhái]: house, people's homes
添	to add, to increase, to replenish, to append	tiān		6	Pictophonetic - to replenish water to body. Water 氵 suggests the meaning while 忝 provides the pronunciation.	增添[zēngtiān]: to add, to superinduce, to increase<br>画蛇添足[huàshétiānzú]: lit. draw legs on a snake, fig. to ruin the effect by adding something superfluous, to overdo it<br>锦上添花[jǐnshàngtiānhuā]: lit. on brocade, add flowers, to decorate something already perfect, gilding the lily
挖	to dig, to excavate, to scoop out, to dig out, to gouge out	wā		6	Pictophonetic - hand 扌 suggests the meaning while 穵 provides the pronunciation.	挖掘[wājué]: to excavate, to dig, to unearth<br>挖苦[wākǔ]: to speak sarcastically, to make cutting remarks<br>开挖[kāiwā]: to dig out, to excavate, to scoop out
呵	scold, laughing sound, yawn	hē		6	Pictophonetic - Mouth 口 suggests the meaning while 可 provides the pronunciation.	呵呵[hēhē]: gentle laughter, chuckle (onomatopoeia)<br>呵护[hēhù]: to bless, to cherish, to take good care of, to conserve<br>呵欠[hēqiàn]: to yawn
讼	to accuse, to argue, to dispute, to litigate, litigation	sòng		6	Pictophonetic - Speech 讠 suggests the meaning while 公 provides the pronunciation.	诉讼[sùsòng]: lawsuit<br>诉讼法[sùsòngfǎ]: procedural law<br>争讼[zhēngsòng]: dispute involving litigation, legal dispute
氧	oxygen	yǎng		6	Pictophonetic - Gas 气 suggests the meaning while 羊 provides the pronunciation.	二氧化碳[èryǎnghuàtàn]: carbon dioxide CO2<br>氧气[yǎngqì]: oxygen<br>一氧化碳[yīyǎnghuàtàn]: carbon monoxide
浩	great, grand, numerous, vast, abundant	hào			Pictophonetic - Water 氵 suggests the meaning while 告 provides the pronunciation.	浩劫[hàojié]: calamity, catastrophe, apocalypse<br>浩瀚[hàohàn]: vast (of ocean), boundless<br>浩大[hàodà]: vast, great, large amount
羽	feather, wings, KangXi radical number 124	yǔ		4	Pictograph - Picture of two wings	羽毛球[yǔmáoqiú]: badminton<br>羽绒服[yǔróngfú]: down-filled garment<br>羽毛[yǔmáo]: feather
斤	catty, weight equal to 0.5 kg, axe, Kangxi radical number 69	jīn		3	Pictograph - Picture of an ax	公斤[gōngjīn]: kilogram (kg)<br>千斤顶[qiānjīndǐng]: jack (for lifting weight)<br>半斤八两[bànjīnbāliǎng]: not much to choose between the two, tweedledum and tweedledee
酷	very, extemely, ruthless, strong (as of wine), (slang loan from English) cool	kù		6	Pictophonetic - Wine 酉 suggests the meaning while 告 provides the pronunciation.	冷酷[lěngkù]: grim, unfeeling, callous<br>残酷[cánkù]: cruel, cruelty<br>酷刑[kùxíng]: cruelty, torture
掠	to take over by force, to rob, to plunder, to ransack	lüè		6	Pictophonetic - Hand 扌 suggests the meaning while 京 provides the pronunciation.	掠夺[lüèduó]: plunder, rob, pillage<br>劫掠[jiélüè]: to loot, to plunder<br>掳掠[lǔlüè]: to loot, to pillage, to sack
妖	strange, weird, supernatural, goblin, witch	yāo			Pictophonetic - Female 女 with the phonetic component 夭 (young, die young)	妖怪[yāoguài]: monster, devil<br>妖精[yāojing]: evil spirit, alluring woman<br>妖娆[yāoráo]: enchanting, alluring (of a girl)
祸	misfortune, calamity, disaster	huò		6	Pictophonetic - Spirit 礻 suggests the meaning while 呙 provides the pronunciation.	惹祸[rěhuò]: stirring up trouble, to invite disaster<br>车祸[chēhuò]: car accident<br>幸灾乐祸[xìngzāilèhuò]: lit. to take joy in calamity and delight in disaster, fig. to rejoice in other people's misfortune, Schadenfreude
侍	serve, attend upon, attendant, servant	shì			Pictophonetic - Person亻 provides the meaning while 寺 provides the sound	侍者[shìzhě]: attendant, waiter<br>侍从[shìcóng]: chamberlain in imperial China<br>侍候[shìhòu]: serve, wait upon
乙	second, second of 10 heavenly trunks, letter B, roman II, KangXi radical 5	yǐ		5	Ideograph - representing effort of sprouting seed	乙方[yǐfāng]: Party B (of a contract)<br>乙肝[yǐgān]: hepatitis B
妨	to hinder, to impede, to obstruct, to interfere with, to undermine	fáng		5	Pictophonetic - Female 女 with the phonetic component 方 (square)	妨碍[fángài]: to hinder, to obstruct<br>不妨[bùfáng]: there is no harm in, might as well<br>无妨[wúfáng]: no harm (in doing it), One might as well., It won't hurt., no matter, it's no bother
贪	greedy, corrupt, covetous, to covet, to hanker	tān		6	Ideograph - A person 人 drooling 丶 for money 贝	贪婪[tānlán]: avaricious, greedy, rapacious, insatiable, avid<br>贪污[tānwū]: corruption<br>贪心[tānxīn]: greedy
挣	to strive, to endeavor, to struggle	zhēng	zhèng	5	Pictophonetic - hand 扌 suggests the meaning while 争 provides the pronunciation.	挣扎[zhēngzhá]: to struggle, struggling<br>挣脱[zhèngtuō]: to throw off, to struggle free of<br>挣钱[zhèngqián]: to make money
汪	vast, extensive, deep, surname Wang	wāng			Pictophonetic - Deep and extensive water 氵 with the phonetic component 王 (king)	汪汪[wāngwāng]: sound of a dog's barking, tearful<br>水汪汪[shuǐwāngwāng]: watery, waterlogged (soil), limpid, bright and intelligent (eyes)<br>汪洋[wāngyáng]: (of a body of water) vast, boundless
尿	to urinate, urine	niào	suī		Ideagraph - Water 水 from the lower part of the body 尸	尿布[niàobù]: diaper<br>尿床[niàochuáng]: bed-wetting<br>撒尿[sāniào]: to pass water, to piss, to urinate, to wee wee
莉	jasmine	lì			Pictophonetic - Grass 艹 suggests the meaning while 利 provides the pronunciation.	茉莉[mòlì]: jasmine<br>茉莉花[mòlihuā]: jasmine<br>伊莉莎白[yīlìshābái]: Elizabeth(name)
悬	hang, suspend, hoist, be hung	xuán		6	Pictophonetic - Mind 心 suggests the meaning while 县 provides the pronunciation.	悬念[xuánniàn]: suspense in a movie, play etc, concern for somebody's welfare<br>悬挂[xuánguà]: to suspend, to hang, suspension (cable car)<br>悬殊[xuánshū]: a wide gap, big contrast, large disparity, a mismatch
唇	lips	chún		6	Pictophonetic - Mouth 口 suggests the meaning while 辰 provides the pronunciation.	嘴唇[zuǐchún]: mouth-lip, lip<br>唇膏[chúngāo]: lipstick<br>唇舌[chúnshé]: argument, words, lips and tongue
翰	writing brush, pen, pencil	hàn				约翰[yuēhàn]: John (name)<br>伯明翰[bómínghàn]: Birmingham
仓	barn, granary, storehouse, cabin, hold (in ship)	cāng		6	Ideograph - Simplified form of 倉, a container 口of grains 食	仓促[cāngcù]: all of a sudden, hurriedly<br>仓库[cāngkù]: depot, storehouse, warehouse<br>谷仓[gǔcāng]: barn
轨	course, path, track, rail	guǐ		6	Pictophonetic - The track of cart 车, 九 provides sound	轨道[guǐdào]: orbit, railway or tram line, fig. conventional way of thinking<br>出轨[chūguǐ]: derailment (railway accident), to leave the rails, fig. to overstep bounds<br>轨迹[guǐjì]: locus, orbit, trajectory, track
枚	stalk of shrub, trunk of tree, measure word for coins, rings, badges	méi		6	Pictophonetic - Tree 木 suggests the meaning while 攵 provides the pronunciation.	不胜枚举[bùshèngméijǔ]: too numerous to mention individually or one by one<br>不可枚举[bùkěméijǔ]: innumerable<br>枚举[méijǔ]: to enumerate
盐	salt, hydrochloric	yán		4	Pictophonetic - Pot 皿 suggests the meaning while 圤 provides the pronunciation.	盐湖城[yánhúchéng]: Salt Lake City, capital of Utah<br>食盐[shíyán]: edible salt
览	to look at, to inspect, to perceive, to look over, to view	lǎn		5	Ideograph - View 见 things (the upper part)	展览[zhǎnlǎn]: put on display, exhibit, show<br>浏览[liúlǎn]: to skim over, to browse<br>游览[yóulǎn]: visit, tour, go sightseeing
傅	tutor, teacher, assist, surname Fu	fù		4	Pictophonetic - Person 亻 suggests the meaning while 尃 provides the pronunciation.	师傅[shīfu]: master worker, master, teacher<br>面包师傅[miànbāoshīfù]: baker
帅	handsome, graceful, smart, commander in chief	shuài		4	Pictograph - Simplified form of 帥, picture of army flag 巾 and weapon	帅哥[shuàigē]: handsome guy, lady-killer, handsome (form of address)<br>帅气[shuàiqi]: handsome, smart, dashing, elegant<br>元帅[yuánshuài]: marshal (in the army)
庙	temple, shrine, monastery, imperial court	miào		6	Ideograph - temple is a building 广 with altar 由 inside	寺庙[sìmiào]: temple, monastery, shrine<br>神庙[shénmiào]: temple (nonspecific)<br>庙宇[miàoyǔ]: temple
芬	perfume, fragrance, aroma, sweet smell	fēn			Pictophonetic - grass 艹 with division 分 (phonetic)	芬兰[fēnlán]: Finland, Suomi<br>贝多芬[bèiduōfēn]: Ludwig van Beethoven (1770-1827)<br>芬芳[fēnfāng]: fragrant
屏	folding screen, shield, get rid of, put aside, reject	píng	bǐng	6	Pictophonetic - Door 尸 (variation of 户) suggests the meaning while 并 provides the pronunciation.	屏幕[píngmù]: screen (TV, computer or movie)<br>屏障[píngzhàng]: protective screen<br>屏蔽[píngbì]: to screen, to block (something or somebody), to shield, (protective) shield
寺	temple, shrine, mosque, monastery, court	sì		6	Ideograph - Make an offering 土 with hand 寸	寺庙[sìmiào]: temple, monastery, shrine<br>寺院[sìyuàn]: cloister, temple, monastery<br>清真寺[qīngzhēnsì]: mosque
胖	fat, obese, fatty, plump, plumpness	pàng	pán	3	Pictophonetic - Flesh 月 suggests the meaning while 半 provides the pronunciation.	胖子[pàngzi]: fat person, fatty<br>肥胖[féipàng]: fat, obese<br>发胖[fāpàng]: to put on weight, to get fat
璃	colored glaze, glass	lí		5	Pictophonetic - Jade 王 suggests the meaning while 离 provides the pronunciation.	玻璃[bōlí]: glass<br>玻璃杯[bōlibēi]: drinking glass<br>窗玻璃[chuāngbōlí]: window pane
愚	stupid, foolish	yú		6	Pictophonetic - Heart 心 suggests the meaning while 禺 provides the pronunciation.	愚昧[yúmèi]: ignorant, uneducated<br>愚蠢[yúchǔn]: silly, stupid<br>愚人节[yúrénjié]: April Fools' Day
滴	a drop, to drip, meaure word for drops	dī		5	Pictophonetic - Water 氵 suggests the meaning while 啇 provides the pronunciation.	点滴[diǎndī]: a drip, a little bit, intravenous drip (used to administer drugs)<br>一点一滴[yīdiǎnyīdī]: bit by bit, every little bit<br>水滴[shuǐdī]: drop
疏	negligent, sparse, thin, careless, lax	shū		6	Pictophonetic - Moving foot 疋 suggests the meaning while the right component provides the pronunciation.	生疏[shēngshū]: unfamiliar, strange, out of practice, not accustomed<br>疏忽[shūhu]: to neglect, to overlook, negligence, carelessness<br>疏远[shūyuǎn]: to drift apart, to become estranged, to alienate, estrangement
萧	mournful, desolate, surname Xiao	xiāo			Pictophonetic - Grass 艹 suggests the meaning while 肃 provides the pronunciation.	萧条[xiāotiáo]: bleak, desolate, (economic) depression or slump<br>萧瑟[xiāosè]: (onomatopoeia) rustle, desolate<br>大萧条[dàxiāotiáo]: the Great Depression (1929-c. 1939)
姿	beauty, disposition, looks, appearance	zī		5	Pictophonetic - Beautiful Lady 女 suggests the meaning while 次 provides the pronunciation.	姿势[zīshì]: posture, position<br>姿态[zītài]: attitude, posture, stance<br>舞姿[wǔzī]: dancer's posture and movement
颤	to tremble, to shiver, to shake, to vibrate	chàn		6	Pictophonetic - Shaking neck. Neck 页 suggests the meaning while 亶 provides the pronunciation.	颤抖[chàndǒu]: to shudder, to shiver, to shake, to tremble<br>震颤[zhènchàn]: to tremble, to quiver<br>颤动[chàndòng]: to tremble
丑	ugly, shameful, disgraceful, clown, comedian	chǒu		5	Pictophonetic - Simplified form of 醜, like a wine 酉 pot, meaning ugly. 鬼 provides sound	丑恶[chǒuè]: ugly, repulsive<br>丑陋[chǒulòu]: ugly<br>小丑[xiǎochǒu]: clown
劣	inferior, mean, bad, low quality	liè		5	Ideograph - low qualifity due to small 少 strength 力	恶劣[èliè]: vile, nasty, of very poor quality<br>劣势[lièshì]: inferior, disadvantaged<br>劣质[lièzhì]: shoddy, of poor quality
柯	axe-handle, stalk, bough, surname	kē			Pictophonetic - Wood 木 suggests the meaning while 可 provides the pronunciation.	
寸	inch, small, tiny, KangXi radical 41	cùn		6	Ideograph - A hand with the dot indicating a point where pulse is felt, which is about one inch.	分寸[fēncùn]: propriety, appropriate behavior, proper speech or action, within the norms<br>英寸[yīngcùn]: inch (unit of length equal to 2.54 cm.)<br>尺寸[chǐcun]: size, dimension, measurement
扔	throw, hurl, throw away, cast	rēng		4	Pictophonetic - throw something with hand 扌, 乃 provides sound	扔下[rēngxià]: to throw down, to drop (bomb)<br>扔掉[rēngdiào]: to throw away, to throw out<br>扔在[rēngzài]: throw on, cast
盯	to stare, to gaze, to keep eyes on	dīng		6	Pictohonetic - Eye 目 with the phonetic component 丁	盯住[dīngzhù]: to watch somebody closely, to breathe down somebody's neck, to mark (sports)<br>盯着[dīngzhē]: keep an eye on somebody, stare<br>盯视[dīngshì]: to stare fixedly, to look concentratedly
辱	to humiliate, to disgrace, to insult, to abuse, disgrace	rǔ		6	Ideograph - Hand 寸 mistaken under the stars 辰	侮辱[wǔrǔ]: to insult, to humiliate, dishonor<br>羞辱[xiūrǔ]: shame, dishonour, humiliate<br>耻辱[chǐrǔ]: disgrace, shame, humiliation
匹	bolt of cloth, mate, one of a pair, measure word for horses, mules and bolts of cloth	pī	pǐ	5	Ideograph - put 八 in a box 匸	匹配[pǐpèi]: to mate or marry, matching<br>单枪匹马[dānqiāngpǐmǎ]: lit. single spear and horse, fig. single handed, unaccompanied<br>奥林匹克[àolínpǐkè]: Olympic
俱	all, together, entirely, without exception	jù		5	Pictophonetic - Person 亻 suggests the meaning while 具 provides the pronunciation.	俱乐部[jùlèbù]: club<br>与日俱增[yǔrìjùzēng]: to increase steadily, to grow with each passing day<br>两败俱伤[liǎngbàijùshāng]: both sides suffer, neither side wins
辨	to distinguish, to recognize, to discriminate	biàn		6	Pictophonetic - Knife 刂 suggests the meaning while 辛辛 provides the pronunciation.	分辨[fēnbiàn]: to distinguish, to differentiate<br>辨认[biànrèn]: distinguish<br>辨别[biànbié]: to differentiate, to distinguish, to discriminate
饿	to be hungry, hunger, be greedy for	è		3	Pictophonetic - Food 饣 suggests the meaning while 我 provides the pronunciation.	饥饿[jīè]: hunger, starvation, famine<br>挨饿[áiè]: to go hungry, to endure starvation, famished<br>忍饥挨饿[rěnjīáiè]: starving, famished
蜂	bee, wasp, hornet	fēng		5	Pictophonetic - Insect 虫 suggests the meaning while 夆 provides the pronunciation.	蜜蜂[mìfēng]: bee, honeybee<br>蜂蜜[fēngmì]: honey<br>一窝蜂[yīwōfēng]: like a swarm of bees, everyone swarms around pushing and shouting, a hornet's nest
